Timestamp,Session_Code,Participant_ID,Group_ID,Prolific_ID,Period,Player_ID,Treatment
2025-04-02T06:59:20.104104,vj8885ir,1,1,,0,1,False
2025-04-02T06:59:20.107051,vj8885ir,2,1,,0,2,False
2025-04-02T06:59:20.108058,vj8885ir,3,1,,0,3,True
2025-04-02T06:59:20.117586,vj8885ir,1,1,,0,1,False
2025-04-02T06:59:20.118813,vj8885ir,2,1,,0,2,False
2025-04-02T06:59:20.119529,vj8885ir,3,1,,0,3,True
2025-04-02T06:59:20.145273,vj8885ir,1,1,,0,1,False
2025-04-02T06:59:20.147969,vj8885ir,2,1,,0,2,False
2025-04-02T06:59:20.148860,vj8885ir,3,1,,0,3,True
2025-04-02T06:59:20.161110,vj8885ir,1,1,,0,1,False
2025-04-02T06:59:20.162123,vj8885ir,2,1,,0,2,False
2025-04-02T06:59:20.162681,vj8885ir,3,1,,0,3,True
2025-04-02T06:59:20.171510,vj8885ir,1,1,,0,1,False
2025-04-02T06:59:20.172484,vj8885ir,2,1,,0,2,False
2025-04-02T06:59:20.173002,vj8885ir,3,1,,0,3,True
2025-04-03T04:28:38.400441,syg3dp8f,1,1,,0,1,True
2025-04-03T04:28:38.402495,syg3dp8f,2,1,,0,2,False
2025-04-03T04:28:38.403039,syg3dp8f,3,1,,0,3,False
2025-04-03T04:28:38.411214,syg3dp8f,1,1,,0,1,True
2025-04-03T04:28:38.412409,syg3dp8f,2,1,,0,2,False
2025-04-03T04:28:38.412971,syg3dp8f,3,1,,0,3,False
2025-04-03T04:28:38.424650,syg3dp8f,1,1,,0,1,True
2025-04-03T04:28:38.447782,syg3dp8f,2,1,,0,2,False
2025-04-03T04:28:38.449557,syg3dp8f,3,1,,0,3,False
2025-04-03T04:28:38.462160,syg3dp8f,1,1,,0,1,True
2025-04-03T04:28:38.463140,syg3dp8f,2,1,,0,2,False
2025-04-03T04:28:38.463625,syg3dp8f,3,1,,0,3,False
2025-04-03T04:28:38.471157,syg3dp8f,1,1,,0,1,True
2025-04-03T04:28:38.472024,syg3dp8f,2,1,,0,2,False
2025-04-03T04:28:38.472511,syg3dp8f,3,1,,0,3,False
2025-04-03T04:43:09.018736,syg3dp8f,2,1,asdfsda,0,2,False
2025-04-03T04:44:24.658034,syg3dp8f,3,1,a,0,3,False
2025-04-03T04:51:16.415301,vyzwm3kv,1,1,,0,1,<bound method Player.treatment of Player(id_in_group=1)>
2025-04-03T04:51:16.418177,vyzwm3kv,2,1,,0,2,"<bound method Player.treatment of Player(id_in_group=2, is_priming=False)>"
2025-04-03T04:51:16.418977,vyzwm3kv,3,1,,0,3,"<bound method Player.treatment of Player(id_in_group=3, is_priming=False)>"
2025-04-03T04:51:16.427935,vyzwm3kv,1,1,,0,1,"<bound method Player.treatment of Player(id_in_group=1, is_priming=False)>"
2025-04-03T04:51:16.430125,vyzwm3kv,2,1,,0,2,"<bound method Player.treatment of Player(id_in_group=2, is_priming=False)>"
2025-04-03T04:51:16.430701,vyzwm3kv,3,1,,0,3,"<bound method Player.treatment of Player(id_in_group=3, is_priming=False)>"
2025-04-03T04:51:16.447713,vyzwm3kv,1,1,,0,1,"<bound method Player.treatment of Player(id_in_group=1, is_priming=False)>"
2025-04-03T04:51:16.448976,vyzwm3kv,2,1,,0,2,"<bound method Player.treatment of Player(id_in_group=2, is_priming=False)>"
2025-04-03T04:51:16.450281,vyzwm3kv,3,1,,0,3,"<bound method Player.treatment of Player(id_in_group=3, is_priming=False)>"
2025-04-03T04:51:16.459752,vyzwm3kv,1,1,,0,1,"<bound method Player.treatment of Player(id_in_group=1, is_priming=False)>"
2025-04-03T04:51:16.460913,vyzwm3kv,2,1,,0,2,"<bound method Player.treatment of Player(id_in_group=2, is_priming=False)>"
2025-04-03T04:51:16.461549,vyzwm3kv,3,1,,0,3,"<bound method Player.treatment of Player(id_in_group=3, is_priming=False)>"
2025-04-03T04:51:16.469299,vyzwm3kv,1,1,,0,1,"<bound method Player.treatment of Player(id_in_group=1, is_priming=False)>"
2025-04-03T04:51:16.471051,vyzwm3kv,2,1,,0,2,"<bound method Player.treatment of Player(id_in_group=2, is_priming=False)>"
2025-04-03T04:51:16.471607,vyzwm3kv,3,1,,0,3,"<bound method Player.treatment of Player(id_in_group=3, is_priming=False)>"
2025-04-03T04:51:22.184164,vyzwm3kv,1,1,as,0,1,"<bound method Player.treatment of Player(id_in_group=1, round_number=1, is_priming=False)>"
2025-04-03T04:55:22.031893,f6fvrm2g,1,1,,0,1,<bound method Player.treatment of Player(id_in_group=1)>
2025-04-03T04:55:22.033942,f6fvrm2g,2,1,,0,2,"<bound method Player.treatment of Player(id_in_group=2, is_priming=False)>"
2025-04-03T04:55:22.034872,f6fvrm2g,3,1,,0,3,"<bound method Player.treatment of Player(id_in_group=3, is_priming=False)>"
2025-04-03T04:55:22.046272,f6fvrm2g,1,1,,0,1,"<bound method Player.treatment of Player(id_in_group=1, is_priming=False)>"
2025-04-03T04:55:22.048252,f6fvrm2g,2,1,,0,2,"<bound method Player.treatment of Player(id_in_group=2, is_priming=False)>"
2025-04-03T04:55:22.054201,f6fvrm2g,3,1,,0,3,"<bound method Player.treatment of Player(id_in_group=3, is_priming=False)>"
2025-04-03T04:55:22.090038,f6fvrm2g,1,1,,0,1,"<bound method Player.treatment of Player(id_in_group=1, is_priming=False)>"
2025-04-03T04:55:22.092378,f6fvrm2g,2,1,,0,2,"<bound method Player.treatment of Player(id_in_group=2, is_priming=False)>"
2025-04-03T04:55:22.092981,f6fvrm2g,3,1,,0,3,"<bound method Player.treatment of Player(id_in_group=3, is_priming=False)>"
2025-04-03T04:55:22.101117,f6fvrm2g,1,1,,0,1,"<bound method Player.treatment of Player(id_in_group=1, is_priming=False)>"
2025-04-03T04:55:22.102169,f6fvrm2g,2,1,,0,2,"<bound method Player.treatment of Player(id_in_group=2, is_priming=False)>"
2025-04-03T04:55:22.102697,f6fvrm2g,3,1,,0,3,"<bound method Player.treatment of Player(id_in_group=3, is_priming=False)>"
2025-04-03T04:55:22.110349,f6fvrm2g,1,1,,0,1,"<bound method Player.treatment of Player(id_in_group=1, is_priming=False)>"
2025-04-03T04:55:22.111252,f6fvrm2g,2,1,,0,2,"<bound method Player.treatment of Player(id_in_group=2, is_priming=False)>"
2025-04-03T04:55:22.112383,f6fvrm2g,3,1,,0,3,"<bound method Player.treatment of Player(id_in_group=3, is_priming=False)>"
2025-04-03T04:55:27.313700,f6fvrm2g,1,1,asdf,0,1,"<bound method Player.treatment of Player(id_in_group=1, round_number=1, is_priming=False)>"
2025-04-03T04:56:37.874545,ute9hzd1,1,1,,0,1,"<bound method Player.treatment of Player(other_cit=None, spcit=None, cntbrn=None, spbrn=None, is_priming=True)>"
2025-04-03T04:56:37.876162,ute9hzd1,2,1,,0,2,"<bound method Player.treatment of Player(spcit=None, cntbrn=None, spbrn=None, round_number=1, primlang=None)>"
2025-04-03T04:56:37.876714,ute9hzd1,3,1,,0,3,"<bound method Player.treatment of Player(cntbrn=None, spbrn=None, round_number=1, primlang=None, other_cit=None)>"
2025-04-03T04:56:37.887186,ute9hzd1,1,1,,0,1,"<bound method Player.treatment of Player(spbrn=None, round_number=2, primlang=None, other_cit=None, spcit=None)>"
2025-04-03T04:56:37.888305,ute9hzd1,2,1,,0,2,"<bound method Player.treatment of Player(round_number=2, primlang=None, other_cit=None, spcit=None, cntbrn=None)>"
2025-04-03T04:56:37.888962,ute9hzd1,3,1,,0,3,"<bound method Player.treatment of Player(primlang=None, other_cit=None, spcit=None, cntbrn=None, spbrn=None)>"
2025-04-03T04:56:37.929380,ute9hzd1,1,1,,0,1,"<bound method Player.treatment of Player(other_cit=None, spcit=None, cntbrn=None, spbrn=None, round_number=3)>"
2025-04-03T04:56:37.932055,ute9hzd1,2,1,,0,2,"<bound method Player.treatment of Player(spcit=None, cntbrn=None, spbrn=None, round_number=3, primlang=None)>"
2025-04-03T04:56:37.936858,ute9hzd1,3,1,,0,3,"<bound method Player.treatment of Player(cntbrn=None, spbrn=None, round_number=3, primlang=None, other_cit=None)>"
2025-04-03T04:56:37.945428,ute9hzd1,1,1,,0,1,"<bound method Player.treatment of Player(spbrn=None, round_number=4, primlang=None, other_cit=None, spcit=None)>"
2025-04-03T04:56:37.946339,ute9hzd1,2,1,,0,2,"<bound method Player.treatment of Player(round_number=4, primlang=None, other_cit=None, spcit=None, cntbrn=None)>"
2025-04-03T04:56:37.946835,ute9hzd1,3,1,,0,3,"<bound method Player.treatment of Player(primlang=None, other_cit=None, spcit=None, cntbrn=None, spbrn=None)>"
2025-04-03T04:56:37.954913,ute9hzd1,1,1,,0,1,"<bound method Player.treatment of Player(other_cit=None, spcit=None, cntbrn=None, spbrn=None, round_number=5)>"
2025-04-03T04:56:37.956494,ute9hzd1,2,1,,0,2,"<bound method Player.treatment of Player(spcit=None, cntbrn=None, spbrn=None, round_number=5, primlang=None)>"
2025-04-03T04:56:37.957074,ute9hzd1,3,1,,0,3,"<bound method Player.treatment of Player(cntbrn=None, spbrn=None, round_number=5, primlang=None, other_cit=None)>"
2025-04-03T04:57:58.862918,6ohobz0o,1,1,,0,1,baseline
2025-04-03T04:57:58.865167,6ohobz0o,2,1,,0,2,priming
2025-04-03T04:57:58.865755,6ohobz0o,3,1,,0,3,baseline
2025-04-03T04:57:58.874861,6ohobz0o,1,1,,0,1,baseline
2025-04-03T04:57:58.876759,6ohobz0o,2,1,,0,2,priming
2025-04-03T04:57:58.879446,6ohobz0o,3,1,,0,3,baseline
