SessionID,ParticipantCode,FinalPageVisited,GroupID,ID_in_Group,Treatment,Round,SubgroupID,ID_in_Subgroup,S1,S2,S3,SelfProposal,Selected_Proposal,Vote,Approved,Num_of_Approvals,Earnings,CompletionCode
32,dyptgjph,Party,,32,Baseline,1,,,,,,,{},0,0,0,0.0,
32,dyptgjph,Party,,32,Baseline,2,,,,,,,{},0,0,0,0.0,
32,dyptgjph,Party,,32,Baseline,3,,,,,,,{},0,0,0,0.0,
33,vyo9xxhv,GameStarts,62,8,Priming,1,,,,,,,{},0,0,0,0.0,
33,vyo9xxhv,GameStarts,62,8,Priming,2,,,,,,,{},0,0,0,0.0,
33,vyo9xxhv,GameStarts,62,8,Priming,3,,,,,,,{},0,0,0,0.0,
34,0b7cdkdw,WelcomePage,,34,Baseline,1,,,,,,,{},0,0,0,0.0,
34,0b7cdkdw,WelcomePage,,34,Baseline,2,,,,,,,{},0,0,0,0.0,
34,0b7cdkdw,WelcomePage,,34,Baseline,3,,,,,,,{},0,0,0,0.0,
35,lp8h236z,Part1,37,6,Baseline,1,2.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
35,lp8h236z,Part1,37,6,Baseline,2,3.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
35,lp8h236z,Part1,37,6,Baseline,3,1.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
36,mhw1vwgz,VoterPage,59,4,Baseline,1,2.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
36,mhw1vwgz,VoterPage,59,4,Baseline,2,1.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 0, ""s2"": 15, ""s3"": 15}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,0,1,10.0,
36,mhw1vwgz,VoterPage,59,4,Baseline,3,1.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 15, ""s2"": 15, ""s3"": 0}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
37,nufhy9vy,Part4,37,1,Baseline,1,2.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
37,nufhy9vy,Part4,37,1,Baseline,2,2.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
37,nufhy9vy,Part4,37,1,Baseline,3,1.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
38,iirioxsu,Part3,46,2,Priming,1,3.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 0, ""s2"": 0, ""s3"": 30}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
38,iirioxsu,Part3,46,2,Priming,2,1.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 20, ""s2"": 5, ""s3"": 5}}}",1,1,3,10.0,
38,iirioxsu,Part3,46,2,Priming,3,1.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 8, ""s2"": 15, ""s3"": 7}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,7.0,
39,yuaws5xw,QuizPage,,39,Baseline,1,,,,,,,{},0,0,0,0.0,
39,yuaws5xw,QuizPage,,39,Baseline,2,,,,,,,{},0,0,0,0.0,
39,yuaws5xw,QuizPage,,39,Baseline,3,,,,,,,{},0,0,0,0.0,
40,f6wj5ed2,VoterPage,59,8,Baseline,1,1.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
40,f6wj5ed2,VoterPage,59,8,Baseline,2,1.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 0, ""s2"": 15, ""s3"": 15}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,0,1,10.0,
40,f6wj5ed2,VoterPage,59,8,Baseline,3,1.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 15, ""s2"": 15, ""s3"": 0}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
41,0d1hoip6,ProposerPage,62,2,Priming,1,,,,,,,{},0,0,0,0.0,
41,0d1hoip6,ProposerPage,62,2,Priming,2,,,,,,,{},0,0,0,0.0,
41,0d1hoip6,ProposerPage,62,2,Priming,3,,,,,,,{},0,0,0,0.0,
42,gqisj7ze,WaitingPage,87,9,Priming,1,2.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 15, ""s3"": 5}}}",1,1,2,10.0,
42,gqisj7ze,WaitingPage,87,9,Priming,2,,,,,,,{},0,0,0,0.0,
42,gqisj7ze,WaitingPage,87,9,Priming,3,,,,,,,{},0,0,0,0.0,
43,3po62k7s,SampleInstructions,,43,Baseline,1,,,,,,,{},0,0,0,0.0,
43,3po62k7s,SampleInstructions,,43,Baseline,2,,,,,,,{},0,0,0,0.0,
43,3po62k7s,SampleInstructions,,43,Baseline,3,,,,,,,{},0,0,0,0.0,
44,3vgy0ztq,Part2,46,9,Priming,1,2.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 0, ""s2"": 0, ""s3"": 30}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
44,3vgy0ztq,Part2,46,9,Priming,2,2.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 20, ""s2"": 5, ""s3"": 5}}}",1,1,3,10.0,
44,3vgy0ztq,Part2,46,9,Priming,3,3.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 8, ""s2"": 15, ""s3"": 7}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
45,4j31m8xm,WaitingPage,87,3,Priming,1,1.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 15, ""s3"": 5}}}",1,1,2,10.0,
45,4j31m8xm,WaitingPage,87,3,Priming,2,,,,,,,{},0,0,0,0.0,
45,4j31m8xm,WaitingPage,87,3,Priming,3,,,,,,,{},0,0,0,0.0,
46,s3jdv211,Part4,46,1,Priming,1,2.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 0, ""s2"": 0, ""s3"": 30}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
46,s3jdv211,Part4,46,1,Priming,2,3.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 20, ""s2"": 5, ""s3"": 5}}}",0,1,3,0.0,
46,s3jdv211,Part4,46,1,Priming,3,2.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 8, ""s2"": 15, ""s3"": 7}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
47,hww7fiff,Priming,105,6,Priming,1,,,,,,,{},0,0,0,0.0,
47,hww7fiff,Priming,105,6,Priming,2,,,,,,,{},0,0,0,0.0,
47,hww7fiff,Priming,105,6,Priming,3,,,,,,,{},0,0,0,0.0,
48,zvzkwihh,SyncBottom,87,4,Priming,1,3.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 15, ""s3"": 5}}}",0,1,2,10.0,
48,zvzkwihh,SyncBottom,87,4,Priming,2,,,,,,,{},0,0,0,0.0,
48,zvzkwihh,SyncBottom,87,4,Priming,3,,,,,,,{},0,0,0,0.0,
49,azt740gt,Part4,37,4,Baseline,1,1.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
49,azt740gt,Part4,37,4,Baseline,2,2.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
49,azt740gt,Part4,37,4,Baseline,3,2.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
50,5k74pjrj,WaitingPage,87,8,Priming,1,3.0,3.0,8.0,8.0,14.0,14.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 15, ""s3"": 5}}}",1,1,2,5.0,
50,5k74pjrj,WaitingPage,87,8,Priming,2,,,,,,,{},0,0,0,0.0,
50,5k74pjrj,WaitingPage,87,8,Priming,3,,,,,,,{},0,0,0,0.0,
51,4lv0b8qh,Priming,105,4,Priming,1,,,,,,,{},0,0,0,0.0,
51,4lv0b8qh,Priming,105,4,Priming,2,,,,,,,{},0,0,0,0.0,
51,4lv0b8qh,Priming,105,4,Priming,3,,,,,,,{},0,0,0,0.0,
52,nza48nbh,QuizPage,,52,Baseline,1,,,,,,,{},0,0,0,0.0,
52,nza48nbh,QuizPage,,52,Baseline,2,,,,,,,{},0,0,0,0.0,
52,nza48nbh,QuizPage,,52,Baseline,3,,,,,,,{},0,0,0,0.0,
53,72quzxua,Part4,46,7,Priming,1,1.0,3.0,0.0,0.0,30.0,30.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 0, ""s2"": 0, ""s3"": 30}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,0.0,
53,72quzxua,Part4,46,7,Priming,2,1.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 20, ""s2"": 5, ""s3"": 5}}}",1,1,3,10.0,
53,72quzxua,Part4,46,7,Priming,3,1.0,2.0,8.0,15.0,7.0,15.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 8, ""s2"": 15, ""s3"": 7}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,15.0,
54,oyc7d9sb,VoterPage,96,5,Baseline,1,1.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
54,oyc7d9sb,VoterPage,96,5,Baseline,2,1.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
54,oyc7d9sb,VoterPage,96,5,Baseline,3,,,,,,,{},0,0,0,0.0,
55,2ci4t6ay,VoterPage,59,9,Baseline,1,2.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
55,2ci4t6ay,VoterPage,59,9,Baseline,2,3.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 0, ""s2"": 15, ""s3"": 15}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,0,1,10.0,
55,2ci4t6ay,VoterPage,59,9,Baseline,3,2.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 15, ""s2"": 15, ""s3"": 0}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
56,lim1br1b,WaitingPage,87,5,Priming,1,1.0,1.0,15.0,8.0,7.0,15.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 15, ""s3"": 5}}}",1,1,2,10.0,
56,lim1br1b,WaitingPage,87,5,Priming,2,,,,,,,{},0,0,0,0.0,
56,lim1br1b,WaitingPage,87,5,Priming,3,,,,,,,{},0,0,0,0.0,
57,4hr53mns,WaitingPage,87,2,Priming,1,3.0,2.0,10.0,15.0,5.0,15.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 15, ""s3"": 5}}}",1,1,2,15.0,
57,4hr53mns,WaitingPage,87,2,Priming,2,,,,,,,{},0,0,0,0.0,
57,4hr53mns,WaitingPage,87,2,Priming,3,,,,,,,{},0,0,0,0.0,
58,l8876xx6,QuizPage,,58,Baseline,1,,,,,,,{},0,0,0,0.0,
58,l8876xx6,QuizPage,,58,Baseline,2,,,,,,,{},0,0,0,0.0,
58,l8876xx6,QuizPage,,58,Baseline,3,,,,,,,{},0,0,0,0.0,
59,4rp90gdd,VoterPage,59,1,Baseline,1,3.0,1.0,15.0,15.0,0.0,15.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
59,4rp90gdd,VoterPage,59,1,Baseline,2,2.0,3.0,0.0,15.0,15.0,15.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 0, ""s2"": 15, ""s3"": 15}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,0,1,0.0,
59,4rp90gdd,VoterPage,59,1,Baseline,3,1.0,1.0,15.0,15.0,0.0,15.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 15, ""s2"": 15, ""s3"": 0}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
60,cfajmnps,Party,,60,Baseline,1,,,,,,,{},0,0,0,0.0,
60,cfajmnps,Party,,60,Baseline,2,,,,,,,{},0,0,0,0.0,
60,cfajmnps,Party,,60,Baseline,3,,,,,,,{},0,0,0,0.0,
61,ueblibld,SyncTop,,1,Baseline,1,,,,,,,{},0,0,0,0.0,
61,ueblibld,SyncTop,,1,Baseline,2,,,,,,,{},0,0,0,0.0,
61,ueblibld,SyncTop,,1,Baseline,3,,,,,,,{},0,0,0,0.0,
62,jjp6fil2,AreYouThere,62,1,Priming,1,2.0,3.0,0.0,0.0,0.0,0.0,{},0,0,0,0.0,
62,jjp6fil2,AreYouThere,62,1,Priming,2,,,,,,,{},0,0,0,0.0,
62,jjp6fil2,AreYouThere,62,1,Priming,3,,,,,,,{},0,0,0,0.0,
63,dzv9cu5i,VoterPage,59,6,Baseline,1,2.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
63,dzv9cu5i,VoterPage,59,6,Baseline,2,1.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 0, ""s2"": 15, ""s3"": 15}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,0,1,10.0,
63,dzv9cu5i,VoterPage,59,6,Baseline,3,3.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 15, ""s2"": 15, ""s3"": 0}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
64,21yc2svc,QuizPage,,64,Baseline,1,,,,,,,{},0,0,0,0.0,
64,21yc2svc,QuizPage,,64,Baseline,2,,,,,,,{},0,0,0,0.0,
64,21yc2svc,QuizPage,,64,Baseline,3,,,,,,,{},0,0,0,0.0,
65,is4l7twp,FailedPage,,65,Baseline,1,,,,,,,{},0,0,0,0.0,
65,is4l7twp,FailedPage,,65,Baseline,2,,,,,,,{},0,0,0,0.0,
65,is4l7twp,FailedPage,,65,Baseline,3,,,,,,,{},0,0,0,0.0,
66,gojnn1fa,Part4,37,5,Baseline,1,3.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
66,gojnn1fa,Part4,37,5,Baseline,2,3.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
66,gojnn1fa,Part4,37,5,Baseline,3,2.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
67,p8ihbndu,QuizPage,,67,Baseline,1,,,,,,,{},0,0,0,0.0,
67,p8ihbndu,QuizPage,,67,Baseline,2,,,,,,,{},0,0,0,0.0,
67,p8ihbndu,QuizPage,,67,Baseline,3,,,,,,,{},0,0,0,0.0,
68,q7jkuv03,ProposerPage,62,3,Priming,1,,,,,,,{},0,0,0,0.0,
68,q7jkuv03,ProposerPage,62,3,Priming,2,,,,,,,{},0,0,0,0.0,
68,q7jkuv03,ProposerPage,62,3,Priming,3,,,,,,,{},0,0,0,0.0,
69,iirc3prl,VoterPage,59,3,Baseline,1,3.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
69,iirc3prl,VoterPage,59,3,Baseline,2,3.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 0, ""s2"": 15, ""s3"": 15}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,0,1,10.0,
